OrderID,CustomerID,ProductID,OrderDate,OrderTime,Quantity,ProductPrice,TotalAmount,OrderStatus,PaymentMethod,ShippingMethod,ShippingDate,ProductCategory,CustomerRating,CancellationReason
ORD196816,CUS6851,PID2715,2025-03-16,22:51:55,1,181.3,181.3,Returned,PayPal,Next-Day,,Beauty,,
ORD589677,CUS5608,PID6299,2023-09-06,16:40:07,4,404.67,1618.68,Cancelled,,Express,,Books,,Fraud detected
ORD788135,CUS1050,PID9378,2025-07-15,16:42:17,1,357.1,357.1,Returned,Bank Transfer,Next-Day,,Sports,,
ORD553404,CUS8358,PID5638,2024-04-16,03:14:39,5,249.8,1249.0,Shipped,credit card,Standard,2024-04-18,Beauty,,
ORD646321,CUS4784,PID4341,2024-04-26,02:42:03,2,231.56,463.12,Shipped,Gift Card,Standard,2024-04-29,Toys,,
ORD997768,CUS5500,PID2715,2024-11-10,13:23:01,1,181.3,181.3,Returned,Bank Transfer,Express,,Beauty,,
ORD261341,CUS4547,PID1154,2025-07-06,22:20:24,4,403.31,1613.24,Processing,Debit Card,Next-Day,,Books,,
ORD666104,CUS3908,PID5537,2023-10-01,19:34:54,5,287.6,1438.0,Returned,Debit Card,Next-Day,,Sports,,
ORD462331,CUS9670,PID2307,2024-04-27,11:12:37,1,407.79,407.79,Returned,Credit Card,Standard,,Toys,,
ORD636310,CUS1605,PID8414,2024-05-26,23:00:38,4,454.3,1817.2,Delivered,PayPal,Next-Day,2024-05-28,Toys,1.9,
ORD986501,CUS9299,PID5124,2024-06-15,17:45:47,2,48.96,97.92,Shipped,Gift Card,Next-Day,2024-06-17,Clothing,,
ORD877155,CUS2933,PID6364,2024-05-14,08:59:17,5,459.8,2299.0,Returned,Gift Card,Next-Day,,Clothing,,
ORD455008,CUS9549,PID8005,2024-06-24,06:32:25,4,418.44,1673.76,Cancelled,,Express,,Clothing,,
ORD269184,CUS3627,PID9378,2025-04-27,02:49:13,1,357.1,357.1,Returned,Debit Card,Next-Day,,Sports,,
ORD401080,CUS6902,PID8295,2023-12-05,23:39:44,1,304.77,304.77,Cancelled,,Standard,,Sports,,
ORD996578,CUS4643,PID7270,2024-06-01,03:03:52,5,147.08,735.4,Delivered,Bank Transfer,Express,2024-06-04,Books,3.5,
ORD650266,CUS2661,PID9854,2023-09-28,22:23:24,1,154.68,154.68,Shipped,Debit Card,Express,2023-09-30,Electronics,,
ORD687662,CUS3782,PID2420,2025-03-08,18:20:18,5,310.82,1554.1,Cancelled,,Standard,,Sports,,Customer request
ORD940383,CUS3204,PID3659,2025-07-14,04:20:08,1,68.69,68.69,Delivered,Credit Card,Standard,2025-07-17,Electronics,3.8,
ORD630499,CUS1612,PID7491,2023-12-02,14:03:39,5,202.09,1010.45,Delivered,Bank Transfer,Next-Day,2023-12-05,Books,1.8,
ORD906126,CUS8364,PID2747,2024-02-09,16:25:31,3,487.51,1462.53,Returned,PayPal,Standard,,Toys,,
ORD920624,CUS6095,PID7777,2024-01-22,23:18:27,5,255.81,1279.05,Returned,paypal,Standard,,Electronics,,
ORD326195,CUS8537,PID9204,2025-03-04,21:09:55,5,78.54,392.7,Returned,Bank Transfer,Next-Day,,Electronics,,
ORD598512,CUS8509,PID1549,2023-10-12,07:56:05,1,455.49,455.49,Returned,Bank Transfer,Next-Day,,Home & Kitchen,,
ORD640697,CUS9649,PID2852,2025-02-23,18:23:31,4,176.54,706.16,Returned,PayPal,Express,,Books,,
ORD849645,CUS4037,PID9943,2025-03-15,04:19:06,5,168.88,844.4,Shipped,Bank Transfer,Standard,2025-03-17,Sports,,
ORD351790,CUS7379,PID6343,2025-03-23,07:15:55,3,274.75,824.25,Cancelled,,Standard,,Books,,Fraud detected
ORD533730,CUS7932,PID1516,2025-07-20,05:38:37,3,142.77,428.31,Cancelled,,Standard,,Home & Kitchen,,Fraud detected
ORD749977,CUS9072,PID5328,2024-01-14,23:44:02,4,223.17,892.68,Processing,paypal,Standard,,Clothing,,
ORD530694,CUS7253,PID1516,2023-09-15,06:57:51,2,142.77,285.54,Returned,Bank Transfer,Standard,,Home & Kitchen,,
ORD307063,CUS9141,PID2618,2024-03-28,14:01:57,2,59.58,119.16,Cancelled,,Express,,Sports,,
ORD188793,CUS9347,PID9141,2025-05-24,08:21:54,2,153.58,307.16,Processing,PayPal,Next-Day,,Sports,,
ORD795206,CUS5631,PID5446,2024-06-13,01:06:48,5,470.32,2351.6,Processing,Gift Card,Next-Day,,Toys,,
ORD453553,CUS4631,PID5626,2024-10-07,03:46:45,2,330.13,660.26,Delivered,Debit Card,Standard,2024-10-08,Books,2.2,
ORD149645,CUS5987,PID7480,2023-12-07,09:18:12,5,115.77,578.85,Delivered,Debit Card,Express,2023-12-09,Clothing,2.8,
ORD149565,CUS7059,PID4030,2024-01-15,19:07:36,5,219.18,1095.9,Delivered,paypal,Standard,2024-01-18,Beauty,3.0,
ORD913805,CUS8292,PID6472,2024-08-13,15:36:08,5,248.64,1243.2,Returned,Credit Card,Standard,,Toys,,
ORD771545,CUS1010,PID6415,2025-02-01,18:07:37,4,162.47,649.88,Returned,Bank Transfer,Express,,Electronics,,
ORD459554,CUS8855,PID1992,2025-05-29,21:29:23,5,184.59,922.95,Shipped,Bank Transfer,Next-Day,2025-06-01,Sports,,
ORD201206,CUS9624,PID9943,2025-05-06,18:00:05,1,168.88,168.88,Processing,Credit Card,Standard,,Sports,,
ORD449313,CUS3052,PID2035,2025-07-14,06:53:34,1,277.26,277.26,Delivered,paypal,Standard,2025-07-17,Sports,4.0,
ORD303165,CUS7192,PID6431,2023-09-02,17:30:09,4,306.8,1227.2,Processing,Credit Card,Next-Day,,Books,,
ORD380726,CUS5706,PID3086,2024-09-28,20:45:46,4,97.04,388.16,Delivered,Gift Card,Standard,2024-09-29,Home & Kitchen,3.5,
ORD646574,CUS6478,PID4169,2024-10-23,19:59:13,2,32.51,65.02,Returned,Debit Card,Express,,Clothing,,
ORD163666,CUS2897,PID6431,2023-08-27,22:24:40,1,306.8,306.8,Processing,Debit Card,Next-Day,,Books,,
ORD677715,CUS6734,PID2872,2024-11-03,23:21:22,5,307.65,1538.25,Shipped,Bank Transfer,Express,2024-11-04,Sports,,
ORD229790,CUS2255,PID1516,2025-08-17,10:51:04,2,142.77,285.54,Delivered,Credit Card,Express,2025-08-19,Home & Kitchen,4.3,
ORD546582,CUS5608,PID8850,2024-12-24,04:52:26,1,131.2,131.2,Returned,credit card,Next-Day,,Toys,,
ORD121459,CUS5204,PID1484,2025-08-06,02:23:04,3,401.32,1203.96,Cancelled,,Standard,,Home & Kitchen,,Customer request
ORD249792,CUS2698,PID6131,2025-03-02,21:20:10,4,459.11,1836.44,Cancelled,,Next-Day,,Toys,,Fraud detected
ORD215304,CUS8694,PID5446,2024-09-23,12:09:39,2,470.32,940.64,Shipped,credit card,Standard,2024-09-26,Toys,,
ORD833497,CUS9382,PID5537,2024-03-02,10:59:45,5,287.6,1438.0,Cancelled,,Standard,,Sports,,Payment failed
ORD790451,CUS5062,PID8622,2023-11-24,09:47:27,5,405.92,2029.6,Cancelled,,Next-Day,,Electronics,,Customer request
ORD214477,CUS5736,PID2715,2024-04-12,01:42:01,2,181.3,362.6,Cancelled,,Next-Day,,Beauty,,Customer request
ORD766114,CUS6930,PID6384,2025-06-25,21:35:00,5,270.72,1353.6,Processing,PayPal,Express,,Toys,,
ORD705149,CUS1381,PID1302,2024-06-07,11:51:00,2,305.22,610.44,Processing,Bank Transfer,Next-Day,,Electronics,,
ORD233881,CUS4722,PID3691,2024-05-30,17:32:32,5,296.79,1483.95,Delivered,Bank Transfer,Express,2024-06-01,Books,4.3,
ORD374970,CUS9011,PID3713,2023-10-19,20:54:20,1,27.74,27.74,Cancelled,,Standard,,Books,,Fraud detected
ORD678345,CUS5623,PID5638,2024-03-04,04:35:22,4,249.8,999.2,Cancelled,,Standard,,Beauty,,Fraud detected
ORD711876,CUS9292,PID9806,2025-01-22,03:38:37,4,167.16,668.64,Cancelled,,Next-Day,,Sports,,Payment failed
ORD457733,CUS7166,PID6694,2025-06-15,23:55:27,2,491.37,982.74,Delivered,Debit Card,Next-Day,2025-06-16,Books,2.9,
ORD696427,CUS4159,PID1487,2024-10-19,16:40:58,3,310.58,931.74,Processing,Gift Card,Express,,Toys,,
ORD333658,CUS9159,PID8575,2024-11-11,16:21:43,2,339.8,679.6,Cancelled,,Next-Day,,Toys,,Customer request
ORD221789,CUS1261,PID3074,2024-03-16,10:22:28,5,431.98,2159.9,Cancelled,,Standard,,Books,,Out of stock
ORD166397,CUS5207,PID9775,2024-10-13,08:20:03,2,239.64,479.28,Cancelled,,Standard,,Home & Kitchen,,Out of stock
ORD713293,CUS3396,PID8577,2025-08-10,16:43:10,1,460.82,460.82,Cancelled,,Standard,,Electronics,,Out of stock
ORD656781,CUS9713,PID2035,2023-09-25,09:40:33,2,277.26,554.52,Returned,paypal,Next-Day,,Sports,,
ORD924547,CUS5779,PID5970,2024-09-13,01:53:39,4,11.83,47.32,Delivered,Credit Card,Next-Day,2024-09-15,Clothing,2.1,
ORD870106,CUS7015,PID2307,2024-05-06,08:55:55,5,407.79,2038.95,Shipped,Debit Card,Express,2024-05-07,Toys,,
ORD699432,CUS8908,PID3251,2024-12-06,14:50:59,3,408.96,1226.88,Returned,paypal,Next-Day,,Electronics,,
ORD459095,CUS3742,PID6299,2025-02-15,08:58:22,2,404.67,809.34,Shipped,paypal,Express,2025-02-16,Books,,
ORD118417,CUS7459,PID8143,2024-11-11,23:02:26,5,178.12,890.6,Shipped,Gift Card,Next-Day,2024-11-14,Books,,
ORD323834,CUS2192,PID8187,2023-12-08,17:19:27,5,177.8,889.0,Processing,paypal,Standard,,Electronics,,
ORD570076,CUS6027,PID2679,2025-01-28,03:04:50,3,144.46,433.38,Returned,paypal,Next-Day,,Sports,,
ORD308369,CUS7339,PID2535,2024-03-04,17:27:25,2,495.36,990.72,Returned,Gift Card,Express,,Home & Kitchen,,
ORD167000,CUS3588,PID3060,2024-12-08,13:33:41,1,465.4,465.4,Processing,Debit Card,Next-Day,,Sports,,
ORD689461,CUS6798,PID8573,2023-10-25,21:24:26,4,298.31,1193.24,Returned,Debit Card,Next-Day,,Home & Kitchen,,
ORD402048,CUS7573,PID4507,2024-08-24,22:31:26,1,326.25,326.25,Shipped,credit card,Next-Day,2024-08-25,Beauty,,
ORD772482,CUS2353,PID4920,2024-07-15,12:00:43,5,152.81,764.05,Returned,credit card,Express,,Books,,
ORD854784,CUS8772,PID3713,2023-11-28,11:38:47,4,27.74,110.96,Processing,Bank Transfer,Express,,Books,,
ORD321245,CUS8181,PID8276,2024-01-22,18:48:17,3,97.28,291.84,Delivered,Credit Card,Next-Day,2024-01-24,Clothing,4.3,
ORD318379,CUS8613,PID8575,2023-11-12,03:45:30,5,339.8,1699.0,Cancelled,,Standard,,Toys,,Out of stock
ORD656369,CUS8733,PID6818,2024-05-04,03:12:10,3,445.85,1337.55,Cancelled,,Next-Day,,Electronics,,Customer request
ORD126443,CUS2052,PID6131,2025-06-09,18:47:32,1,459.11,459.11,Cancelled,,Standard,,Toys,,Out of stock
ORD532436,CUS8703,PID8276,2023-12-04,09:44:30,5,97.28,486.4,Returned,Gift Card,Standard,,Clothing,,
ORD517997,CUS3474,PID6234,2024-09-28,19:36:44,1,376.89,376.89,Shipped,Gift Card,Standard,2024-09-30,Sports,,
ORD607390,CUS4571,PID8917,2024-06-08,09:57:02,3,488.15,1464.45,Shipped,Gift Card,Next-Day,2024-06-10,Beauty,,
ORD808304,CUS8289,PID8276,2024-07-01,11:34:42,5,97.28,486.4,Delivered,PayPal,Express,2024-07-02,Clothing,3.7,
ORD641284,CUS4393,PID9371,2024-05-05,12:46:05,2,59.25,118.5,Shipped,PayPal,Standard,2024-05-07,Books,,
ORD418451,CUS9985,PID7740,2024-04-19,17:45:30,1,317.57,317.57,Returned,Credit Card,Standard,,Electronics,,
ORD833106,CUS5933,PID6675,2025-03-27,11:06:00,2,170.57,341.14,Shipped,Bank Transfer,Express,2025-03-28,Sports,,
ORD209482,CUS7039,PID1487,2023-09-13,18:16:32,4,310.58,1242.32,Returned,Bank Transfer,Next-Day,,Toys,,
ORD778250,CUS3136,PID8850,2024-10-24,09:22:02,4,131.2,524.8,Delivered,PayPal,Next-Day,2024-10-26,Toys,3.9,
ORD726551,CUS4014,PID6613,2023-10-14,00:53:04,1,238.24,238.24,Shipped,PayPal,Standard,2023-10-15,Beauty,,
ORD977932,CUS5456,PID2905,2024-02-13,14:58:53,1,219.88,219.88,Processing,Gift Card,Standard,,Home & Kitchen,,
ORD128286,CUS3663,PID9684,2024-02-14,15:56:55,2,66.47,132.94,Processing,Gift Card,Standard,,Toys,,
ORD774263,CUS4660,PID1484,2025-01-29,12:02:29,2,401.32,802.64,Delivered,Bank Transfer,Express,2025-01-30,Home & Kitchen,4.9,
ORD325273,CUS4053,PID2159,2023-12-14,17:05:58,2,170.63,341.26,Delivered,Gift Card,Next-Day,2023-12-17,Sports,3.0,
ORD276272,CUS4753,PID5441,2024-03-27,02:34:57,1,412.17,412.17,Delivered,Credit Card,Express,2024-03-30,Toys,1.8,
ORD960147,CUS1798,PID8917,2023-11-16,20:00:33,5,488.15,2440.75,Processing,Gift Card,Express,,Beauty,,
ORD778764,CUS4138,PID4920,2025-04-09,06:06:21,2,152.81,305.62,Shipped,credit card,Express,2025-04-11,Books,,
ORD230356,CUS6833,PID5198,2025-05-02,22:44:15,2,43.53,87.06,Processing,Bank Transfer,Standard,,Sports,,
ORD697016,CUS2099,PID5328,2024-05-03,14:04:49,2,223.17,446.34,Cancelled,,Express,,Clothing,,Fraud detected
ORD261313,CUS3129,PID4872,2025-02-16,14:33:50,5,363.76,1818.8,Shipped,paypal,Next-Day,2025-02-17,Electronics,,
ORD337023,CUS2484,PID1496,2025-01-29,18:17:50,3,414.79,1244.37,Delivered,PayPal,Next-Day,2025-01-31,Toys,1.2,
ORD827523,CUS7297,PID9696,2024-12-14,08:33:55,4,96.72,386.88,Delivered,Gift Card,Express,2024-12-16,Toys,3.6,
ORD345351,CUS8801,PID2420,2023-09-05,17:45:59,1,310.82,310.82,Processing,PayPal,Express,,Sports,,
ORD866557,CUS7071,PID3747,2023-11-22,20:52:20,2,406.93,813.86,Processing,paypal,Standard,,Clothing,,
ORD364842,CUS1548,PID2618,2023-11-15,21:27:36,1,59.58,59.58,Shipped,Debit Card,Express,2023-11-16,Sports,,
ORD571938,CUS1427,PID9806,2024-08-05,10:44:40,2,167.16,334.32,Delivered,paypal,Next-Day,2024-08-06,Sports,3.2,
ORD433923,CUS3022,PID5446,2025-03-21,14:16:39,3,470.32,1410.96,Cancelled,,Standard,,Toys,,Payment failed
ORD909474,CUS7312,PID6343,2025-02-19,01:22:57,2,274.75,549.5,Shipped,Gift Card,Next-Day,2025-02-21,Books,,
ORD505124,CUS8295,PID5733,2025-02-10,22:34:14,3,272.49,817.47,Cancelled,,Standard,,Home & Kitchen,,Payment failed
ORD840694,CUS9866,PID2905,2023-09-22,12:33:20,3,219.88,659.64,Returned,Bank Transfer,Standard,,Home & Kitchen,,
ORD287930,CUS1504,PID1487,2025-03-31,08:35:54,5,310.58,1552.9,Shipped,PayPal,Express,2025-04-02,Toys,,
ORD158869,CUS8719,PID7777,2024-11-10,01:30:01,4,255.81,1023.24,Cancelled,,Standard,,Electronics,,Out of stock
ORD467735,CUS2801,PID9204,2025-05-30,23:59:20,3,78.54,235.62,Delivered,Bank Transfer,Standard,2025-06-01,Electronics,1.5,
ORD295092,CUS4519,PID8776,2024-07-15,23:08:00,3,96.31,288.93,Delivered,Gift Card,Express,2024-07-18,Toys,4.2,
ORD186120,CUS1301,PID5634,2024-09-13,04:35:28,1,124.2,124.2,Returned,Bank Transfer,Standard,,Beauty,,
ORD830007,CUS3296,PID6431,2024-09-13,11:33:38,3,306.8,920.4,Shipped,credit card,Next-Day,2024-09-15,Books,,
ORD949710,CUS4143,PID1402,2024-11-01,17:46:24,2,125.25,250.5,Returned,Gift Card,Standard,,Electronics,,
ORD381318,CUS6266,PID9107,2025-04-03,02:55:27,5,333.04,1665.2,Shipped,paypal,Standard,2025-04-05,Beauty,,
ORD772426,CUS1776,PID9351,2024-08-28,21:37:32,5,333.35,1666.75,Cancelled,,Standard,,Books,,Payment failed
ORD461875,CUS7057,PID1516,2024-04-24,03:47:14,5,142.77,713.85,Shipped,credit card,Next-Day,2024-04-25,Home & Kitchen,,
ORD703995,CUS1579,PID8143,2024-03-05,12:58:16,4,178.12,712.48,Returned,PayPal,Express,,Books,,
ORD898118,CUS5245,PID8776,2025-08-13,21:24:02,2,96.31,192.62,Delivered,Bank Transfer,Express,2025-08-15,Toys,3.3,
ORD555732,CUS2564,PID5252,2024-01-02,18:34:07,2,319.6,639.2,Processing,Credit Card,Express,,Toys,,
ORD415676,CUS9105,PID4416,2023-11-20,03:13:32,1,499.06,499.06,Processing,Credit Card,Standard,,Home & Kitchen,,
ORD300375,CUS6233,PID5634,2024-12-07,21:12:41,3,124.2,372.6,Returned,Credit Card,Standard,,Beauty,,
ORD128333,CUS4731,PID1633,2024-05-08,20:41:18,3,144.16,432.48,Returned,Gift Card,Express,,Home & Kitchen,,
ORD294338,CUS8136,PID7270,2024-09-15,23:13:32,2,147.08,294.16,Shipped,credit card,Express,2024-09-17,Books,,
ORD776741,CUS2795,PID6472,2024-10-08,23:21:17,1,248.64,248.64,Delivered,PayPal,Express,2024-10-10,Toys,2.5,
ORD889089,CUS5210,PID7640,2023-12-20,08:14:00,5,138.5,692.5,Processing,Bank Transfer,Standard,,Electronics,,
ORD770567,CUS9041,PID3691,2024-07-08,05:46:14,3,296.79,890.37,Shipped,credit card,Express,2024-07-11,Books,,
ORD869739,CUS4006,PID4978,2024-09-16,03:28:10,4,374.45,1497.8,Shipped,paypal,Express,2024-09-18,Home & Kitchen,,
ORD413268,CUS6552,PID7114,2024-03-07,13:35:35,3,415.46,1246.38,Returned,Debit Card,Next-Day,,Beauty,,
ORD376503,CUS9332,PID5061,2024-06-10,22:03:58,4,287.02,1148.08,Processing,PayPal,Next-Day,,Toys,,
ORD668729,CUS7158,PID5892,2025-04-19,02:11:48,1,16.54,16.54,Cancelled,,Express,,Sports,,Out of stock
ORD575058,CUS7754,PID6675,2025-04-15,01:33:31,4,170.57,682.28,Returned,paypal,Express,,Sports,,
ORD338856,CUS3566,PID8571,2025-02-20,10:01:49,2,22.2,44.4,Cancelled,,Standard,,Home & Kitchen,,Customer request
ORD140323,CUS6759,PID1421,2025-01-17,16:13:44,1,80.35,80.35,Cancelled,,Standard,,Electronics,,
ORD515142,CUS6873,PID8622,2025-03-13,09:00:19,3,405.92,1217.76,Delivered,paypal,Standard,2025-03-16,Electronics,3.3,
ORD835337,CUS9501,PID5862,2024-03-08,23:51:16,4,96.91,387.64,Shipped,Gift Card,Standard,2024-03-10,Books,,
ORD689082,CUS8014,PID9262,2025-04-27,11:25:35,4,331.36,1325.44,Delivered,Gift Card,Next-Day,2025-04-29,Toys,3.4,
ORD292519,CUS3957,PID6472,2025-01-25,13:04:14,3,248.64,745.92,Cancelled,,Express,,Toys,,
ORD360965,CUS9574,PID1487,2023-09-17,17:40:26,1,310.58,310.58,Shipped,Gift Card,Standard,2023-09-19,Toys,,
ORD881684,CUS8613,PID8281,2024-03-28,14:00:41,4,435.53,1742.12,Processing,paypal,Standard,,Home & Kitchen,,
ORD813520,CUS4414,PID3945,2025-08-06,13:25:28,3,319.48,958.44,Returned,credit card,Next-Day,,Electronics,,
ORD750533,CUS9096,PID1800,2025-04-29,09:38:12,3,467.08,1401.24,Shipped,PayPal,Standard,2025-05-02,Toys,,
ORD530150,CUS8473,PID9854,2025-07-05,13:05:17,1,154.68,154.68,Delivered,Bank Transfer,Standard,2025-07-08,Electronics,3.0,
ORD671898,CUS3992,PID4836,2024-10-27,12:02:21,2,241.4,482.8,Cancelled,,Standard,,Books,,Payment failed
ORD892754,CUS5721,PID1633,2025-02-23,06:08:51,5,144.16,720.8,Returned,Debit Card,Next-Day,,Home & Kitchen,,
ORD162645,CUS8617,PID1639,2024-06-09,10:21:59,1,157.33,157.33,Cancelled,,Standard,,Beauty,,Fraud detected
ORD784072,CUS2316,PID3502,2023-12-19,12:04:48,2,481.83,963.66,Cancelled,,Express,,Toys,,Out of stock
ORD879249,CUS9259,PID6234,2024-01-29,20:03:55,2,376.89,753.78,Returned,PayPal,Express,,Sports,,
ORD563937,CUS8232,PID4794,2024-09-11,16:09:34,4,234.07,936.28,Processing,Gift Card,Next-Day,,Toys,,
ORD952446,CUS8645,PID8850,2024-10-20,23:21:36,3,131.2,393.6,Shipped,PayPal,Express,2024-10-23,Toys,,
ORD108883,CUS6065,PID2394,2024-04-16,12:47:24,3,484.61,1453.83,Delivered,Bank Transfer,Standard,2024-04-17,Clothing,2.1,
ORD943482,CUS5712,PID5441,2025-02-20,07:55:09,1,412.17,412.17,Cancelled,,Express,,Toys,,Fraud detected
ORD760936,CUS5919,PID3291,2024-10-28,05:41:25,4,467.2,1868.8,Shipped,Gift Card,Standard,2024-10-31,Electronics,,
ORD991697,CUS1014,PID5124,2024-11-17,14:50:07,3,48.96,146.88,Delivered,Bank Transfer,Standard,2024-11-20,Clothing,3.1,
ORD510713,CUS8966,PID1633,2025-03-15,21:00:18,4,144.16,576.64,Shipped,Credit Card,Next-Day,2025-03-16,Home & Kitchen,,
ORD197014,CUS1379,PID1302,2024-09-17,06:48:48,5,305.22,1526.1,Returned,paypal,Next-Day,,Electronics,,
ORD754410,CUS3216,PID1992,2023-09-24,10:53:18,1,184.59,184.59,Returned,paypal,Next-Day,,Sports,,
ORD926691,CUS5046,PID5441,2024-10-06,17:22:10,5,412.17,2060.85,Shipped,PayPal,Next-Day,2024-10-07,Toys,,
ORD588649,CUS5567,PID8994,2024-03-06,18:46:59,5,116.36,581.8,Delivered,credit card,Next-Day,2024-03-09,Electronics,4.9,
ORD404512,CUS5910,PID8295,2023-09-15,03:45:34,3,304.77,914.31,Returned,Gift Card,Next-Day,,Sports,,
ORD807413,CUS3215,PID4030,2024-04-12,08:44:16,4,219.18,876.72,Processing,PayPal,Next-Day,,Beauty,,
ORD246788,CUS4363,PID2159,2024-12-03,09:03:57,1,170.63,170.63,Returned,Credit Card,Next-Day,,Sports,,
ORD766107,CUS8095,PID6896,2024-12-26,05:33:32,2,288.22,576.44,Cancelled,,Next-Day,,Books,,Out of stock
ORD130471,CUS9677,PID8005,2024-07-12,18:40:04,1,418.44,418.44,Shipped,paypal,Next-Day,2024-07-13,Clothing,,
ORD183220,CUS1172,PID6557,2025-08-12,22:58:13,2,198.9,397.8,Delivered,Gift Card,Express,2025-08-14,Books,4.7,
ORD499199,CUS8077,PID9138,2023-11-02,22:55:27,4,69.43,277.72,Processing,credit card,Next-Day,,Clothing,,
ORD905958,CUS1056,PID5634,2025-01-18,04:27:01,1,124.2,124.2,Delivered,Gift Card,Next-Day,2025-01-19,Beauty,2.3,
ORD229862,CUS6857,PID3026,2024-01-13,05:45:25,1,381.6,381.6,Cancelled,,Next-Day,,Toys,,Customer request
ORD290753,CUS4988,PID5970,2024-08-25,18:34:41,1,11.83,11.83,Returned,paypal,Express,,Clothing,,
ORD687311,CUS4362,PID3275,2025-03-15,00:48:10,4,409.36,1637.44,Cancelled,,Standard,,Books,,Customer request
ORD501613,CUS4953,PID8577,2023-10-23,14:43:41,1,460.82,460.82,Cancelled,,Next-Day,,Electronics,,
ORD636729,CUS6232,PID9965,2023-11-17,05:57:47,2,215.83,431.66,Shipped,Bank Transfer,Express,2023-11-20,Home & Kitchen,,
ORD567302,CUS3674,PID9138,2024-03-01,06:55:27,1,69.43,69.43,Processing,credit card,Express,,Clothing,,
ORD193694,CUS8364,PID1633,2024-02-16,20:54:32,1,144.16,144.16,Shipped,PayPal,Next-Day,2024-02-17,Home & Kitchen,,
ORD296190,CUS6702,PID1549,2023-10-18,01:32:27,1,455.49,455.49,Shipped,credit card,Express,2023-10-19,Home & Kitchen,,
ORD523909,CUS1331,PID4341,2023-12-12,19:09:52,2,231.56,463.12,Processing,paypal,Standard,,Toys,,
ORD423385,CUS8376,PID9262,2025-05-08,09:37:57,4,331.36,1325.44,Shipped,Credit Card,Standard,2025-05-10,Toys,,
ORD785264,CUS4774,PID1520,2024-06-08,16:00:44,2,342.34,684.68,Delivered,Credit Card,Express,2024-06-09,Home & Kitchen,4.5,
ORD817745,CUS8559,PID2159,2025-03-20,05:11:48,5,170.63,853.15,Processing,Credit Card,Express,,Sports,,
ORD842113,CUS9536,PID3927,2024-11-01,17:29:32,4,455.65,1822.6,Shipped,Credit Card,Standard,2024-11-04,Sports,,
ORD606154,CUS2197,PID6131,2025-05-12,04:40:09,4,459.11,1836.44,Processing,Credit Card,Express,,Toys,,
ORD389177,CUS1118,PID5653,2024-06-30,04:39:12,3,169.74,509.22,Processing,Bank Transfer,Next-Day,,Toys,,
ORD310937,CUS9093,PID8005,2024-09-24,12:05:37,4,418.44,1673.76,Cancelled,,Express,,Clothing,,Fraud detected
ORD307635,CUS2893,PID2420,2024-08-10,21:05:21,2,310.82,621.64,Processing,credit card,Standard,,Sports,,
ORD733474,CUS3796,PID9453,2023-11-13,21:56:23,1,498.04,498.04,Cancelled,,Standard,,Books,,
ORD960120,CUS1375,PID7542,2023-11-16,12:54:42,3,471.86,1415.58,Shipped,paypal,Express,2023-11-18,Toys,,
ORD359462,CUS9251,PID6234,2024-10-01,21:44:29,3,376.89,1130.67,Processing,PayPal,Standard,,Sports,,
ORD205230,CUS6974,PID3713,2025-02-25,11:36:01,5,27.74,138.7,Processing,PayPal,Express,,Books,,
ORD603865,CUS7085,PID2035,2024-01-29,13:53:53,1,277.26,277.26,Returned,credit card,Standard,,Sports,,
ORD418251,CUS2406,PID8850,2024-05-27,13:56:29,1,131.2,131.2,Cancelled,,Express,,Toys,,
ORD908869,CUS8914,PID4449,2024-05-03,19:58:27,1,64.75,64.75,Shipped,PayPal,Next-Day,2024-05-05,Beauty,,
ORD827745,CUS8572,PID8627,2024-01-21,03:13:51,5,447.87,2239.35,Returned,paypal,Standard,,Beauty,,
ORD916504,CUS7507,PID7539,2024-04-20,03:04:12,2,449.69,899.38,Delivered,Gift Card,Standard,2024-04-22,Electronics,2.2,
ORD309565,CUS4388,PID6431,2025-07-20,06:38:07,4,306.8,1227.2,Processing,Credit Card,Express,,Books,,
ORD875867,CUS8139,PID1421,2024-03-28,20:26:52,5,80.35,401.75,Cancelled,,Next-Day,,Electronics,,
ORD765847,CUS1650,PID1639,2024-11-08,22:57:39,2,157.33,314.66,Cancelled,,Standard,,Beauty,,Payment failed
ORD744058,CUS4253,PID2113,2024-08-13,06:34:31,3,469.69,1409.07,Processing,Gift Card,Standard,,Books,,
ORD249080,CUS5198,PID6131,2023-10-20,08:29:45,1,459.11,459.11,Processing,Credit Card,Next-Day,,Toys,,
ORD605472,CUS8731,PID7441,2024-09-13,13:49:06,4,402.62,1610.48,Processing,credit card,Standard,,Sports,,
ORD442689,CUS3983,PID4978,2025-07-23,03:16:36,5,374.45,1872.25,Shipped,Gift Card,Next-Day,2025-07-26,Home & Kitchen,,
ORD490852,CUS4913,PID4507,2024-11-13,18:35:41,1,326.25,326.25,Returned,Bank Transfer,Standard,,Beauty,,
ORD147130,CUS6736,PID6694,2025-05-16,11:39:18,2,491.37,982.74,Delivered,Credit Card,Next-Day,2025-05-17,Books,3.4,
ORD206553,CUS8347,PID4416,2024-01-16,23:38:27,1,499.06,499.06,Shipped,Debit Card,Standard,2024-01-19,Home & Kitchen,,
ORD849122,CUS3093,PID4416,2025-04-22,00:49:43,3,499.06,1497.18,Shipped,PayPal,Express,2025-04-24,Home & Kitchen,,
